isin,name,review_group,review_priority,asset_type,asset_subtype,region_primary,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,risk_bucket,is_suitable_low_risk,classification_confidence,exposure_confidence,warnings,audit_flags,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
ES0127097030,Dux Rentinver Renta Fija FI,ALL_CONFLICTS,50,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,False,0.576,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
ES0142167032,SIH Renta Fija A FI,ALL_CONFLICTS,50,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,False,0.576,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
ES0168662031,Trea Renta Fija FI,ALL_CONFLICTS,50,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,False,0.576,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
FR0014008W22,EdR SICAV - Millesima World 2028 A EUR,ALL_CONFLICTS,50,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,False,0.576,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
FR001400JGB5,EdR SICAV Millesima Select 2028 A Eur,ALL_CONFLICTS,50,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,False,0.576,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,Otros,Fixed Term Bond,0.0,100.0,0.0,0.0
LU0251119078,Fidelity Funds - Fidelity Target™ 2035 Fund A-Acc-EUR,ALL_CONFLICTS,50,FIXED_INCOME,CORPORATE_BOND,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,False,0.576,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,Otros,Fecha Objetivo 2031-2035,0.0,100.0,0.0,0.0
LU1982200609,DWS Invest Corporate Green Bonds LC,ALL_CONFLICTS,50,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,False,0.576,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FR0011288513,Sycomore Sélection Crédit R,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_DURATION | UNKNOWN_SUBTYPE,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
IE00B11XZ103,PIMCO GIS Global Bond Fund E Class EUR (Hedged) Accumulation,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,RF,RF Global - EUR Cubierto,0.0,100.0,0.0,0.0
IE00B84J9L26,PIMCO GIS Income Fund E Class EUR (Hedged) Accumulation,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,Otros,Global Flexible Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU0336084032,Carmignac Pf Flexible Bond A EUR Acc,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU0438336694,BlackRock ESG Fixed Income Strategies Fund E2 EUR,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,Otros,Global Flexible Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU0546917344,Goldman Sachs Euro Long Duration Bond - P Cap EUR,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,LONG,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,Otros,RF Largo Plazo EUR,0.0,100.0,0.0,0.0
LU0706127809,UBS (Lux) Bond SICAV - Global Short Term Flexible (USD) (EUR hedged) P-acc,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,RF,RF Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU1021288268,AB - Mortgage Income Portfolio A2 EUR Acc,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,RF,RF Flexible USD,0.0,100.0,0.0,0.0
LU1340702932,MFS Meridian Funds - Global Opportunistic Bond Fund A1 EUR,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,Otros,Global Flexible Bond - USD Hedged,0.0,100.0,0.0,0.0
LU1697013008,SIH FCP - Flexible Fixed Income USD,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,RF,RF Flexible USD,0.0,100.0,0.0,0.0
LU2278574988,Buy & Hold Luxembourg B&H Bond Class 2,ALL_CONFLICTS,45,FIXED_INCOME,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.54,0.4,FI_UNKNOWN_SUBTYPE,FI_WITHOUT_CREDIT | UNKNOWN_SUBTYPE,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
IE00B4XYLM55,Jupiter Emerging Market Debt Income Fund L EUR Acc,ALL_CONFLICTS,40,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente,0.0,100.0,0.0,0.0
IE00BMW2TK08,Lazard Global Convertibles Recovery Fund BP Acc EUR Hedged,ALL_CONFLICTS,40,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU0203937692,UBS (Lux) Bond SICAV - Convert Global (EUR) P-acc,ALL_CONFLICTS,40,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR,0.0,100.0,0.0,0.0
LU0501220429,Global Evolution Funds Frontier Markets R EUR,ALL_CONFLICTS,40,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU0571100824,Groupama Europe Convertible NC,ALL_CONFLICTS,40,FIXED_INCOME,CONVERTIBLE_BOND,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Europa,0.0,100.0,0.0,0.0
LU0607225447,CT (Lux) Global Convertible Bond Fund A Acc EUR Hdg,ALL_CONFLICTS,40,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU0823394852,BNP Paribas Funds Global Convertible Classic RH EUR Capitalisation,ALL_CONFLICTS,40,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU1080015693,Edmond de Rothschild Fund - Emerging Credit A EUR Hedged,ALL_CONFLICTS,40,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1161086159,Amundi Funds - Emerging Markets Blended Bond A EUR (C),ALL_CONFLICTS,40,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1165644672,IVO Funds - IVO Emerging Markets Corporate Debt EUR R Acc,ALL_CONFLICTS,40,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1670708764,M&G (Lux) Global Convertibles Fund EUR B Acc,ALL_CONFLICTS,40,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.9,0.4,,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global,0.0,100.0,0.0,0.0
BE0943877671,DPAM B - Bonds Eur Government B Cap,ALL_CONFLICTS,30,FIXED_INCOME,GOVERNMENT_BOND,EUROZONE,UNKNOWN,UNKNOWN,HIGH_QUALITY,UNKNOWN,LOW,True,0.72,0.4,,FI_WITHOUT_DURATION,RF,RF Deuda Pública EUR,0.0,100.0,0.0,0.0
ES0182631004,Polar Renta Fija A FI,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
FI0008811997,Evli Nordic Corporate Bond B,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
FR0010172767,EdR SICAV - Euro Sustainable Credit A EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,UNKNOWN,LOW,True,0.72,0.4,,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FR0010230490,Lazard Credit Opportunities RC EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
FR0013201001,EdR SICAV - Euro Sustainable Credit R EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,UNKNOWN,LOW,True,0.72,0.4,,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
FR0013460920,EdR SICAV - Short Duration Credit A EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
FR0013460961,EdR SICAV - Short Duration Credit B EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
IE000MI53C66,Man Funds plc - Man Global Investment Grade Opportunities D H EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,Otros,Global Corporate Bond - EUR Hedged,0.0,100.0,0.0,0.0
IE00B90VC092,PIMCO European Short-Term Opportunities Fund E EUR Accumulation,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Diversificada Corto Plazo EUR,0.0,100.0,0.0,0.0
IE00BF2FJG67,PIMCO GIS Low Duration Opportunities Fund E Class EUR (Hedged) Accumulation,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU0151324935,Candriam Bonds Credit Opportunities Class N EUR Cap,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,Otros,Global Flexible Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU0712123511,Morgan Stanley Investment Funds - Global Fixed Income Opportunities Fund AH,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,Otros,Global Flexible Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU0733673288,Nordea 1 - European Cross Credit Fund BP EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU1103307408,Goldman Sachs Absolute Return Tracker Portfolio Other Currency Acc EUR-Hedged,ALL_CONFLICTS,30,ALTERNATIVE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.9,0.4,,MISSING_REGION_PRIMARY | NO_METRICS_AND_NO_EXPOSURE | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,0.0
LU1164219682,AXA World Funds - Euro Credit Total Return A Capitalisation EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU1164220854,AXA World Funds - Euro Credit Total Return E Capitalisation EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU1481583711,Flossbach von Storch - Bond Opportunities RT,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,Otros,Global Flexible Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU1623762843,Carmignac Pf Credit A EUR Acc,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU1694789451,DNCA Invest Alpha Bonds A EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,Otros,Global Flexible Bond,0.0,100.0,0.0,0.0
LU1915690918,Nordea 1 - Active Rates Opportunities Fund Fund E EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
LU1951921383,Allianz Global Investors Fund - Allianz Credit Opportunities AT EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU2002383896,Allianz Global Investors Fund - Allianz Credit Opportunities Plus AT EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU2098772366,Candriam Bonds Credit Alpha C EUR,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Otros,0.0,100.0,0.0,0.0
LU2222028099,Merchbanc FCP Renta Fija Flex A,ALL_CONFLICTS,30,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.72,0.4,,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
ES0114633003,Panda Agriculture & Water Fund FI,ALL_CONFLICTS,25,EQUITY,THEMATIC_EQUITY,EUROPE,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,Otros,Sector Equity Agriculture,100.0,0.0,0.0,0.0
FR0010794792,Candriam Diversified Futures Classique,ALL_CONFLICTS,25,ALTERNATIVE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,NO_METRICS_AND_NO_EXPOSURE | UNKNOWN_SUBTYPE,Otros,Alt - Systematic Futures,0.0,0.0,0.0,0.0
IE0032722484,BNY Mellon Euroland Bond Fund EUR C Acc,ALL_CONFLICTS,25,FIXED_INCOME,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,LOW,True,0.54,0.4,FI_UNKNOWN_SUBTYPE,UNKNOWN_SUBTYPE,RF,RF Diversificada EUR,0.0,100.0,0.0,0.0
IE00B18GC888,Vanguard Global Bond Index Fund EUR Hedged Acc,ALL_CONFLICTS,25,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,LOW,True,0.54,0.4,FI_UNKNOWN_SUBTYPE,UNKNOWN_SUBTYPE,RF,RF Global - EUR Cubierto,0.0,100.0,0.0,0.0
IE00B53H0P79,PIMCO GIS Global Advantage Fund E Class EUR (Partially Hedged) Accumulation,ALL_CONFLICTS,25,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,HIGH_QUALITY,MEDIUM,LOW,True,0.54,0.4,FI_UNKNOWN_SUBTYPE,UNKNOWN_SUBTYPE,RF,RF Global,0.0,100.0,0.0,0.0
IE00BMD7ZB71,Neuberger Berman Next Generation Connectivity Fund EUR A Accumulating Class - Unhedged,ALL_CONFLICTS,25,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU0077500055,Candriam Bonds Euro Long Term Class C EUR Cap,ALL_CONFLICTS,25,FIXED_INCOME,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,HIGH_QUALITY,LONG,LOW,True,0.54,0.4,FI_UNKNOWN_SUBTYPE,UNKNOWN_SUBTYPE,RF,RF Largo Plazo EUR,0.0,100.0,0.0,0.0
LU0251661590,AXA World Funds - Euro Long Duration Bonds E Capitalisation EUR,ALL_CONFLICTS,25,FIXED_INCOME,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,HIGH_QUALITY,LONG,LOW,True,0.54,0.4,FI_UNKNOWN_SUBTYPE,UNKNOWN_SUBTYPE,RF,RF Largo Plazo EUR,0.0,100.0,0.0,0.0
LU0280435388,Pictet - Clean Energy Transition P EUR,ALL_CONFLICTS,25,EQUITY,THEMATIC_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.81,0.4,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
