isin,name,review_group,review_priority,asset_type,asset_subtype,region_primary,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,risk_bucket,is_suitable_low_risk,classification_confidence,exposure_confidence,warnings,audit_flags,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
LU0568620560,Amundi Funds - Cash EUR A2 EUR (C),ALL_CONFLICTS,25,MONETARY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Mercado Monetario Estable EUR,0.0,0.0,100.0,0.0
LU0568620727,Amundi Funds - Cash EUR G2 EUR (C),ALL_CONFLICTS,25,MONETARY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Mercado Monetario Estable EUR,0.0,0.0,100.0,0.0
LU1103307408,Goldman Sachs Absolute Return Tracker Portfolio Other Currency Acc EUR-Hedged,ALL_CONFLICTS,25,ALTERNATIVE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
LU1373035234,BlackRock Strategic Funds - BSF Systematic Style Factor Fund E2 EUR Hedged,ALL_CONFLICTS,25,ALTERNATIVE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
FR0010794792,Candriam Diversified Futures Classique,ALL_CONFLICTS,23,ALTERNATIVE,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,Alt - Systematic Futures,0.0,0.0,0.0,100.0
LU0090845842,BlackRock Global Funds - World Mining Fund E2,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0102219945,Goldman Sachs Europe CORE Equity Portfolio Base Inc EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Europa Cap. Grande Blend,0.0,0.0,0.0,100.0
LU0121204431,Goldman Sachs Global Sustainable Equity - X Cap EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Global Cap. Grande Growth,0.0,0.0,0.0,100.0
LU0127786431,Goldman Sachs Eurozone Equity Income - P Cap EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Zona Euro Cap. Grande,0.0,0.0,0.0,100.0
LU0133264522,Goldman Sachs Global Equity Income Portfolio E Acc EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Global Alto Dividendo,0.0,0.0,0.0,100.0
LU0133267202,Goldman Sachs Emerging Markets Equity Portfolio E Acc EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Global Emergente,0.0,0.0,0.0,100.0
LU0172157280,BlackRock Global Funds - World Mining Fund A2 (EUR),ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0172157363,BlackRock Global Funds - World Mining Fund E2 (EUR),ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0208853944,JPMorgan Funds - Global Natural Resources Fund D (acc) - EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU0273148055,DWS Invest Gold and Precious Metals Equities NC,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,RV Sector Oro y Metales preciosos,0.0,0.0,0.0,100.0
LU0273690064,Goldman Sachs Asia Equity Growth & Income - P Cap EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,ASIA_DEV,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Asia (ex-Japón),0.0,0.0,0.0,100.0
LU0300741732,Franklin Natural Resources Fund A(acc)EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Energía,0.0,0.0,0.0,100.0
LU0326425351,BlackRock Global Funds - World Mining Fund E2 EUR Hedged,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,RV,RV Sector Otros,0.0,0.0,0.0,100.0
LU0333810850,Goldman Sachs India Equity Portfolio E Acc EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,EMERGING,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV India,0.0,0.0,0.0,100.0
LU0496368142,Franklin Gold & Precious Metals Fund A(acc)EUR-H1,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,RV Sector Otros,0.0,0.0,0.0,100.0
LU0496369389,Franklin Gold & Precious Metals Fund N(acc)EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.912,0.45,REGION_PRIMARY_BORDERLINE,UNKNOWN_SUBTYPE,Otros,RV Sector Oro y Metales preciosos,0.0,0.0,0.0,100.0
LU0604766674,Allianz Global Investors Fund - Allianz Global Metals and Mining AT EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Sector Recursos Naturales,0.0,0.0,0.0,100.0
LU1223083087,Schroder International Selection Fund Global Gold A Accumulation EUR Hedged,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Sector Otros,0.0,0.0,0.0,100.0
LU1223084051,Schroder International Selection Fund Global Gold A Accumulation PLN Hedged,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Sector Otros,0.0,0.0,0.0,100.0
LU1542714578,Goldman Sachs Europe Sustainable Equity - X Cap EUR,ALL_CONFLICTS,23,COMMODITIES,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,COMMODITIES_RECLASSIFIED_FROM_EQUITY,UNKNOWN_SUBTYPE,Otros,RV Europa Cap. Grande Growth,0.0,0.0,0.0,100.0
BE6213829094,DPAM B - Real Estate Europe Dividend Sustainable B Cap,ALL_CONFLICTS,20,REAL_ESTATE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Inmobiliario - Indirecto Europa,0.0,0.0,0.0,100.0
ES0175316019,Dunas Valor Flexible R FI,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.96,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
ES0175414012,Dunas Valor Equilibrado R FI,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.96,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
ES0175437005,Dunas Valor Prudente R FI,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.96,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
FR0000989915,Oddo BHF Immobilier CR-EUR,ALL_CONFLICTS,20,REAL_ESTATE,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Property - Indirect Eurozone,0.0,0.0,0.0,100.0
IE00BLP5S460,JupiterMerian Global Equity Absolute Return Fund L (EUR) Hedged Acc,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Market Neutral - Equity,0.0,0.0,0.0,100.0
IE00BYVJR916,Jupiter Gold & Silver Fund L EUR Acc,ALL_CONFLICTS,20,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.96,0.45,,UNKNOWN_SUBTYPE,Otros,RV Sector Oro y Metales preciosos,0.0,0.0,0.0,100.0
LU0171306680,BlackRock Global Funds - World Gold Fund E2 (EUR),ALL_CONFLICTS,20,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,RV Sector Oro y Metales preciosos,0.0,0.0,0.0,100.0
LU0252500524,JPMorgan Funds - EUR Money Market VNAV Fund D (acc) - EUR,ALL_CONFLICTS,20,MONETARY,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.98,0.45,,UNKNOWN_SUBTYPE,Monetario,EUR Money Market - Short Term,0.0,0.0,100.0,0.0
LU0264738294,Janus Henderson Horizon Global Property Equities Fund A2 EUR,ALL_CONFLICTS,20,REAL_ESTATE,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Inmobiliario - Indirecto Global,0.0,0.0,0.0,100.0
LU0273159177,DWS Invest Gold and Precious Metals Equities LC,ALL_CONFLICTS,20,COMMODITIES,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.96,0.45,,UNKNOWN_SUBTYPE,Commodities,RV Sector Oro y Metales preciosos,0.0,0.0,0.0,100.0
LU0360646680,BNP Paribas Funds Euro Defensive Equity Classic Capitalisation,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Long/Short Equity - Europe,0.0,0.0,0.0,100.0
LU0398684661,Goldman Sachs Alternative Beta - P Cap EUR (hedged i),ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.96,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
LU0607983896,Nordea 1 - Alpha 15 MA Fund BP EUR,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,US,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.96,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Multistrategy,0.0,0.0,0.0,100.0
LU1162516717,BlackRock Systematic Global Equity Absolute Return Fund A2 EUR Hedged,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Market Neutral - Equity,0.0,0.0,0.0,100.0
LU1317704135,Carmignac Portfolio Long-Short European Equities E EUR Acc,ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Long/Short Equity - Europe,0.0,0.0,0.0,100.0
LU1578889864,Ninety One Global Strategy Fund - Global Gold Fund A Acc EUR Hedged,ALL_CONFLICTS,20,COMMODITIES,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,RV Sector Otros,0.0,0.0,0.0,100.0
LU1873127366,JPMorgan Liquidity Funds - EUR Liquidity LVNAV Fund A (acc.),ALL_CONFLICTS,20,MONETARY,UNKNOWN,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.98,0.45,,UNKNOWN_SUBTYPE,Monetario,EUR Money Market - Short Term,0.0,0.0,100.0,0.0
LU2210151341,Fidelity Funds - Absolute Return Global Equity Fund A-PF-Acc-Euro (Euro/USD hedged),ALL_CONFLICTS,20,ALTERNATIVE,UNKNOWN,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.98,0.45,,UNKNOWN_SUBTYPE,Otros,Alt - Market Neutral - Equity,0.0,0.0,0.0,100.0
IE00BMW2TK08,Lazard Global Convertibles Recovery Fund BP Acc EUR Hedged,ALL_CONFLICTS,16,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU0203937692,UBS (Lux) Bond SICAV - Convert Global (EUR) P-acc,ALL_CONFLICTS,16,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR,0.0,100.0,0.0,0.0
LU0501220429,Global Evolution Funds Frontier Markets R EUR,ALL_CONFLICTS,16,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU0571100824,Groupama Europe Convertible NC,ALL_CONFLICTS,16,FIXED_INCOME,CONVERTIBLE_BOND,EUROPE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Europa,0.0,100.0,0.0,0.0
LU0607225447,CT (Lux) Global Convertible Bond Fund A Acc EUR Hdg,ALL_CONFLICTS,16,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU0823394852,BNP Paribas Funds Global Convertible Classic RH EUR Capitalisation,ALL_CONFLICTS,16,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global - EUR Cubierto,0.0,100.0,0.0,0.0
LU1161086159,Amundi Funds - Emerging Markets Blended Bond A EUR (C),ALL_CONFLICTS,16,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1670708764,M&G (Lux) Global Convertibles Fund EUR B Acc,ALL_CONFLICTS,16,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global,0.0,100.0,0.0,0.0
LU0086177085,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-acc,ALL_CONFLICTS,13,FIXED_INCOME,HIGH_YIELD_BOND,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9324,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION | MISSING_REGION_PRIMARY,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
LU0571101558,Groupama Euro High Yield NC,ALL_CONFLICTS,13,FIXED_INCOME,HIGH_YIELD_BOND,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9324,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION | MISSING_REGION_PRIMARY,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
LU0616839501,DWS Invest Euro High Yield Corporates LC,ALL_CONFLICTS,13,FIXED_INCOME,HIGH_YIELD_BOND,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9324,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION | MISSING_REGION_PRIMARY,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
ES0114633003,Panda Agriculture & Water Fund FI,ALL_CONFLICTS,10,EQUITY,THEMATIC_EQUITY,UNKNOWN,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,Otros,Sector Equity Agriculture,100.0,0.0,0.0,0.0
IE00B28YJQ65,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund Inc (EUR),ALL_CONFLICTS,10,EQUITY,SECTOR_EQUITY_HEALTHCARE,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Salud,100.0,0.0,0.0,0.0
IE00B3NLSS43,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund R Inc (EUR),ALL_CONFLICTS,10,EQUITY,SECTOR_EQUITY_HEALTHCARE,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Salud,100.0,0.0,0.0,0.0
IE00BKSBDB61,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities R Acc (EUR),ALL_CONFLICTS,10,EQUITY,SECTOR_EQUITY_HEALTHCARE,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Salud,100.0,0.0,0.0,0.0
LU2348336004,FF - Climate Solutions Fund E-ACC-EUR,ALL_CONFLICTS,10,EQUITY,THEMATIC_EQUITY,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
