isin,name,review_group,review_priority,asset_type,asset_subtype,region_primary,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,risk_bucket,is_suitable_low_risk,classification_confidence,exposure_confidence,warnings,audit_flags,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
LU1161086159,Amundi Funds - Emerging Markets Blended Bond A EUR (C),ALL_CONFLICTS,16,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1670708764,M&G (Lux) Global Convertibles Fund EUR B Acc,ALL_CONFLICTS,16,FIXED_INCOME,CONVERTIBLE_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MEDIUM,False,0.924,0.45,FI_UNKNOWN_CREDIT_BUCKET | FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_CREDIT | FI_WITHOUT_DURATION,RF,RF Convertibles Global,0.0,100.0,0.0,0.0
LU0086177085,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-acc,ALL_CONFLICTS,13,FIXED_INCOME,HIGH_YIELD_BOND,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9324,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION | MISSING_REGION_PRIMARY,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
LU0571101558,Groupama Euro High Yield NC,ALL_CONFLICTS,13,FIXED_INCOME,HIGH_YIELD_BOND,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9324,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION | MISSING_REGION_PRIMARY,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
LU0616839501,DWS Invest Euro High Yield Corporates LC,ALL_CONFLICTS,13,FIXED_INCOME,HIGH_YIELD_BOND,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9324,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION | MISSING_REGION_PRIMARY,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
ES0114633003,Panda Agriculture & Water Fund FI,ALL_CONFLICTS,10,EQUITY,THEMATIC_EQUITY,UNKNOWN,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,Otros,Sector Equity Agriculture,100.0,0.0,0.0,0.0
IE00B28YJQ65,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund Inc (EUR),ALL_CONFLICTS,10,EQUITY,SECTOR_EQUITY_HEALTHCARE,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Salud,100.0,0.0,0.0,0.0
IE00B3NLSS43,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities Fund R Inc (EUR),ALL_CONFLICTS,10,EQUITY,SECTOR_EQUITY_HEALTHCARE,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Salud,100.0,0.0,0.0,0.0
IE00BKSBDB61,Polar Capital Funds PLC - Polar Capital Healthcare Opportunities R Acc (EUR),ALL_CONFLICTS,10,EQUITY,SECTOR_EQUITY_HEALTHCARE,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Salud,100.0,0.0,0.0,0.0
LU2348336004,FF - Climate Solutions Fund E-ACC-EUR,ALL_CONFLICTS,10,EQUITY,THEMATIC_EQUITY,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU2376061086,FF - Climate Solutions Fund A-Acc-EUR,ALL_CONFLICTS,10,EQUITY,THEMATIC_EQUITY,UNKNOWN,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.94,0.45,,EQUITY_WITHOUT_STYLE_BOX | MISSING_REGION_PRIMARY,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
IE00B4XYLM55,Jupiter Emerging Market Debt Income Fund L EUR Acc,ALL_CONFLICTS,8,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,UNKNOWN,MEDIUM,False,0.97,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente,0.0,100.0,0.0,0.0
LU1080015693,Edmond de Rothschild Fund - Emerging Credit A EUR Hedged,ALL_CONFLICTS,8,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,UNKNOWN,MEDIUM,False,0.97,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1165644672,IVO Funds - IVO Emerging Markets Corporate Debt EUR R Acc,ALL_CONFLICTS,8,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,UNKNOWN,MEDIUM,False,0.97,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1670722161,M&G (Lux) Global Floating Rate High Yield Fund EUR A-H Acc,ALL_CONFLICTS,8,FIXED_INCOME,HIGH_YIELD_BOND,GLOBAL,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9612,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,Otros,Global High Yield Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU1679113404,UBS (Lux) Bond SICAV - Floating Rate Income (USD) (EUR hedged) P-acc,ALL_CONFLICTS,8,FIXED_INCOME,HIGH_YIELD_BOND,GLOBAL,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9612,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,Otros,Global High Yield Bond - EUR Hedged,0.0,100.0,0.0,0.0
LU1882457143,Amundi Funds - Emerging Markets Corporate High Yield Bond A EUR (C),ALL_CONFLICTS,8,FIXED_INCOME,HIGH_YIELD_BOND,GLOBAL,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9612,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente,0.0,100.0,0.0,0.0
LU1882457739,Amundi Funds - Emerging Markets Corporate High Yield Bond C EUR (C),ALL_CONFLICTS,8,FIXED_INCOME,HIGH_YIELD_BOND,GLOBAL,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9612,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente,0.0,100.0,0.0,0.0
LU1882462655,Amundi Funds - Emerging Markets Short Term Bond A2 EUR (C),ALL_CONFLICTS,8,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,MEDIUM,False,0.97,0.45,FI_UNKNOWN_CREDIT_BUCKET,FI_WITHOUT_CREDIT,RF,RF Global Emergente,0.0,100.0,0.0,0.0
LU1882462739,Amundi Funds - Emerging Markets Short Term Bond A2 EUR Hgd (C),ALL_CONFLICTS,8,FIXED_INCOME,EMERGING_MARKETS_BOND,GLOBAL,UNKNOWN,UNKNOWN,UNKNOWN,SHORT,MEDIUM,False,0.97,0.45,FI_UNKNOWN_CREDIT_BUCKET,FI_WITHOUT_CREDIT,RF,RF Global Emergente - Sesgo EUR,0.0,100.0,0.0,0.0
LU1883334275,Amundi Funds - Global Subordinated Bond A EUR (C),ALL_CONFLICTS,8,FIXED_INCOME,HIGH_YIELD_BOND,GLOBAL,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9612,0.45,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,Otros,,0.0,100.0,0.0,0.0
