isin,name,review_group,review_priority,asset_type,asset_subtype,region_primary,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,risk_bucket,is_suitable_low_risk,classification_confidence,exposure_confidence,warnings,audit_flags,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
IE00B4XYLM55,Jupiter Emerging Market Debt Income Fund L EUR Acc,AMBIGUOUS_OR_CONFLICT,8,FIXED_INCOME,EMERGING_MARKETS_BOND,EMERGING,UNKNOWN,UNKNOWN,MEDIUM_QUALITY,UNKNOWN,MEDIUM,False,0.97,0.55,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa Global Emergente,0.0,100.0,0.0,0.0
LU0086177085,UBS (Lux) Bond Fund - Euro High Yield (EUR) P-acc,AMBIGUOUS_OR_CONFLICT,8,FIXED_INCOME,HIGH_YIELD_BOND,EUROZONE,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9612,0.55,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Bonos Alto Rendimiento EUR,0.0,100.0,0.0,0.0
FR0011288513,Sycomore Sélection Crédit R,LOW_RISK_BLOCKED,8,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,LOW_QUALITY,UNKNOWN,MEDIUM,False,0.9324,0.55,FI_UNKNOWN_DURATION_BUCKET,FI_WITHOUT_DURATION,RF,RF Deuda Corporativa EUR,0.0,100.0,0.0,0.0
LU0546917344,Goldman Sachs Euro Long Duration Bond - P Cap EUR,LOW_RISK_BLOCKED,8,FIXED_INCOME,CORPORATE_BOND,EUROZONE,UNKNOWN,UNKNOWN,UNKNOWN,LONG,LOW,False,0.9612,0.55,FI_UNKNOWN_CREDIT_BUCKET,FI_WITHOUT_CREDIT,Otros,RF Largo Plazo EUR,0.0,100.0,0.0,0.0
LU1021288268,AB - Mortgage Income Portfolio A2 EUR Acc,LOW_RISK_BLOCKED,8,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.9524,0.55,FI_UNKNOWN_CREDIT_BUCKET,FI_WITHOUT_CREDIT,RF,RF Flexible USD,0.0,100.0,0.0,0.0
LU1697013008,SIH FCP - Flexible Fixed Income USD,LOW_RISK_BLOCKED,8,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.9524,0.55,FI_UNKNOWN_CREDIT_BUCKET,FI_WITHOUT_CREDIT,RF,RF Flexible USD,0.0,100.0,0.0,0.0
LU2222028099,Merchbanc FCP Renta Fija Flex A,LOW_RISK_BLOCKED,8,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.9524,0.55,FI_UNKNOWN_CREDIT_BUCKET,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
LU2278574988,Buy & Hold Luxembourg B&H Bond Class 2,LOW_RISK_BLOCKED,8,FIXED_INCOME,CORPORATE_BOND,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FLEXIBLE,LOW,False,0.9524,0.55,FI_UNKNOWN_CREDIT_BUCKET,FI_WITHOUT_CREDIT,RF,RF Flexible EUR,0.0,100.0,0.0,0.0
ES0162332037,Merchfondo FI,REGION_PRIMARY_BORDERLINE,8,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9024,0.55,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Cap. Med/Peq,100.0,0.0,0.0,0.0
IE00BMD7ZB71,Neuberger Berman Next Generation Connectivity Fund EUR A Accumulating Class - Unhedged,REGION_PRIMARY_BORDERLINE,8,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9024,0.55,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU0114722738,Fidelity Funds - Global Financial Services Fund E-Acc-EUR,REGION_PRIMARY_BORDERLINE,8,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9024,0.55,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Finanzas,100.0,0.0,0.0,0.0
LU0115773425,Fidelity Funds - Global Technology Fund E-Acc-EUR,REGION_PRIMARY_BORDERLINE,8,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.9024,0.55,REGION_PRIMARY_BORDERLINE,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
ES0112602000,Azvalor Managers FI,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,SMALL_VALUE,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
ES0184894006,Myinvestor ACWI FI,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_CORE,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Global Cap. Grande Blend,100.0,0.0,0.0,0.0
ES0184949008,Sigma Investment House Megatrends A FI,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_GROWTH,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Global Cap. Grande Growth,100.0,0.0,0.0,0.0
ES0184949016,Sigma Investment House Megatrends B FI,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_GROWTH,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,Otros,Morningstar Global Growth,100.0,0.0,0.0,0.0
FR0010148981,Carmignac Investissement A EUR Acc,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_GROWTH,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Global Cap. Grande Growth,100.0,0.0,0.0,0.0
FR0010312660,Carmignac Investissement E EUR Acc,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_GROWTH,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Global Cap. Grande Growth,100.0,0.0,0.0,0.0
IE00BF0GL212,Polar Capital Funds PLC - Artificial Intelligence Fund R USD Acc (EUR),HEURISTIC_STYLE_DEDUCTION,6,EQUITY,SECTOR_EQUITY_TECH,US,LARGE_GROWTH,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Global Cap. Grande Growth,100.0,0.0,0.0,0.0
LU0115769746,Fidelity Funds - World Fund E-Acc-EUR,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_CORE,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Global Cap. Grande Blend,100.0,0.0,0.0,0.0
LU0187079347,Robeco Global Consumer Trends D EUR,HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_GROWTH,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Global Cap. Grande Growth,100.0,0.0,0.0,0.0
LU0329203656,JPM Global Dividend D (acc) - EUR (hedged),HEURISTIC_STYLE_DEDUCTION,6,EQUITY,US_EQUITY,US,LARGE_CORE,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.8663,0.55,REGION_PRIMARY_BORDERLINE | HEURISTIC_STYLE_DEDUCTION,,RV,RV Sector Otros,100.0,0.0,0.0,0.0
DE0005318406,DWS ESG Stiftungsfonds LD,LOW_RISK_ALLOWED,5,MIXED,CONSERVATIVE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.92,0.55,,MISSING_REGION_PRIMARY,Mixto,Mixtos Defensivos EUR,20.0,80.0,0.0,0.0
DE000A0X7541,Acatis Value Event Fonds A,LOW_RISK_BLOCKED,5,MIXED,FLEXIBLE_ALLOCATION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,HIGH,False,0.92,0.55,,MISSING_REGION_PRIMARY,Mixto,Mixtos Flexibles EUR,50.0,50.0,0.0,0.0
